Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD1278,Mumbai,DEF Academy,3rd,Electric Vehicle,Instagram
LD1279,Delhi,PQR College,2nd,Electric Vehicle,Instagram
LD1280,Surat,PQR College,3rd,Web Development,LinkedIn
LD1281,Delhi,ABC Institute,4th,AI,Google Form
LD1282,Ahmedabad,DEF Academy,1st,Web Development,Mass-Mailing
LD1283,Mumbai,GHI University,4th,Data Science,College Collaboration
LD1284,Ahmedabad,ABC Institute,3rd,Robotics,Mass-Mailing
LD1285,Surat,ABC Institute,3rd,Robotics,Mass-Mailing
LD1286,Kolkata,GHI University,1st,AI,Whatsapp
LD1287,Mumbai,DEF Academy,4th,Data Science,LinkedIn
LD1288,Chennai,XYZ University,4th,Data Science,Instagram
LD1289,Surat,GHI University,3rd,AI,College Collaboration
LD1290,Delhi,PQR College,1st,Web Development,LinkedIn
LD1291,Delhi,GHI University,2nd,AI,Whatsapp
LD1292,Chennai,ABC Institute,2nd,Data Science,Whatsapp
LD1293,Ahmedabad,ABC Institute,3rd,Web Development,LinkedIn
LD1294,Pune,XYZ University,2nd,AI,Instagram
LD1295,Surat,GHI University,3rd,Data Science,Mass-Mailing
LD1296,Kolkata,DEF Academy,3rd,Data Science,LinkedIn
LD1297,Chennai,DEF Academy,2nd,Web Development,Instagram
LD1298,Delhi,PQR College,1st,Web Development,College Collaboration
LD1299,Chennai,PQR College,3rd,Electric Vehicle,College Collaboration
LD1300,Ahmedabad,PQR College,2nd,Electric Vehicle,Mass-Mailing
LD1301,Surat,ABC Institute,2nd,Electric Vehicle,College Collaboration
LD1302,Mumbai,GHI University,4th,Robotics,College Collaboration
LD1303,Delhi,PQR College,4th,Robotics,Whatsapp
LD1304,Delhi,XYZ University,1st,Data Science,Google Form
LD1305,Pune,PQR College,3rd,Electric Vehicle,Whatsapp
LD1306,Delhi,XYZ University,2nd,Web Development,Mass-Mailing
LD1307,Mumbai,PQR College,3rd,AI,College Collaboration
LD1308,Surat,DEF Academy,4th,Electric Vehicle,Whatsapp
LD1309,Kolkata,GHI University,2nd,Web Development,Instagram
LD1310,Ahmedabad,DEF Academy,4th,Data Science,College Collaboration
LD1311,Surat,ABC Institute,2nd,Web Development,Google Form
LD1312,Pune,XYZ University,4th,Data Science,Mass-Mailing
LD1313,Surat,ABC Institute,3rd,Web Development,Mass-Mailing
LD1314,Ahmedabad,DEF Academy,3rd,AI,Mass-Mailing
LD1315,Pune,PQR College,4th,Robotics,LinkedIn
LD1316,Chennai,ABC Institute,1st,Web Development,Mass-Mailing
LD1317,Pune,PQR College,4th,Data Science,LinkedIn
LD1318,Pune,ABC Institute,4th,Data Science,Mass-Mailing
LD1319,Delhi,GHI University,4th,AI,Google Form
LD1320,Chennai,DEF Academy,1st,Robotics,College Collaboration
LD1321,Ahmedabad,XYZ University,4th,Web Development,Mass-Mailing
LD1322,Ahmedabad,XYZ University,4th,Data Science,LinkedIn
LD1323,Delhi,GHI University,3rd,AI,Google Form
LD1324,Mumbai,GHI University,1st,Web Development,Instagram
LD1325,Kolkata,DEF Academy,4th,Web Development,Google Form
LD1326,Kolkata,XYZ University,3rd,Electric Vehicle,LinkedIn
LD1327,Mumbai,DEF Academy,1st,Robotics,College Collaboration
LD1328,Pune,PQR College,3rd,Data Science,LinkedIn
LD1329,Chennai,DEF Academy,4th,Web Development,Whatsapp
LD1330,Mumbai,PQR College,2nd,Electric Vehicle,LinkedIn
LD1331,Surat,PQR College,3rd,Web Development,Instagram
LD1332,Delhi,GHI University,3rd,Web Development,LinkedIn
LD1333,Pune,DEF Academy,3rd,Robotics,Instagram
LD1334,Mumbai,DEF Academy,3rd,Robotics,Whatsapp
LD1335,Ahmedabad,DEF Academy,1st,Web Development,College Collaboration
LD1336,Pune,XYZ University,2nd,Robotics,Mass-Mailing
LD1337,Delhi,PQR College,1st,Data Science,Google Form
LD1338,Pune,DEF Academy,3rd,Web Development,Whatsapp
LD1339,Chennai,DEF Academy,2nd,Web Development,Mass-Mailing
LD1340,Pune,PQR College,3rd,AI,LinkedIn
LD1341,Pune,DEF Academy,4th,Robotics,LinkedIn
LD1342,Chennai,XYZ University,3rd,AI,Google Form
LD1343,Surat,PQR College,1st,Web Development,Whatsapp
LD1344,Chennai,PQR College,3rd,Data Science,College Collaboration
LD1345,Ahmedabad,XYZ University,4th,Web Development,College Collaboration
LD1346,Pune,PQR College,3rd,Electric Vehicle,LinkedIn
LD1347,Ahmedabad,GHI University,3rd,Electric Vehicle,Mass-Mailing
LD1348,Chennai,DEF Academy,4th,Web Development,LinkedIn
LD1349,Chennai,ABC Institute,1st,AI,Instagram
LD1350,Chennai,DEF Academy,2nd,AI,College Collaboration
LD1351,Ahmedabad,PQR College,1st,Robotics,Instagram
LD1352,Pune,PQR College,3rd,Electric Vehicle,College Collaboration
LD1353,Pune,XYZ University,4th,AI,Whatsapp
LD1354,Kolkata,DEF Academy,3rd,Data Science,LinkedIn
LD1355,Kolkata,PQR College,2nd,Robotics,Whatsapp
LD1356,Chennai,PQR College,3rd,Web Development,Mass-Mailing
LD1357,Ahmedabad,GHI University,3rd,Web Development,Whatsapp
LD1358,Kolkata,DEF Academy,4th,Robotics,Instagram
LD1359,Surat,PQR College,4th,Robotics,Instagram
LD1360,Mumbai,ABC Institute,1st,AI,Google Form
LD1361,Delhi,PQR College,1st,Electric Vehicle,Instagram
LD1362,Surat,ABC Institute,3rd,Robotics,College Collaboration
LD1363,Kolkata,PQR College,3rd,Electric Vehicle,Whatsapp
LD1364,Kolkata,XYZ University,2nd,Electric Vehicle,Mass-Mailing
LD1365,Ahmedabad,PQR College,1st,Electric Vehicle,College Collaboration
LD1366,Pune,DEF Academy,3rd,Web Development,Google Form
LD1367,Mumbai,GHI University,3rd,Robotics,Whatsapp
LD1368,Surat,ABC Institute,3rd,Electric Vehicle,Whatsapp
LD1369,Surat,XYZ University,3rd,Web Development,Whatsapp
LD1370,Delhi,ABC Institute,4th,Electric Vehicle,Google Form
LD1371,Mumbai,GHI University,3rd,Robotics,Whatsapp
LD1372,Ahmedabad,GHI University,4th,Data Science,LinkedIn
LD1373,Surat,DEF Academy,3rd,Robotics,Mass-Mailing
LD1374,Pune,DEF Academy,1st,Electric Vehicle,Whatsapp
LD1375,Ahmedabad,PQR College,2nd,Data Science,College Collaboration
LD1376,Surat,PQR College,3rd,Robotics,Instagram
LD1377,Delhi,GHI University,4th,Electric Vehicle,College Collaboration
LD1378,Ahmedabad,XYZ University,3rd,AI,Google Form
LD1379,Mumbai,PQR College,3rd,AI,LinkedIn
LD1380,Surat,DEF Academy,2nd,Electric Vehicle,Instagram
LD1381,Surat,DEF Academy,4th,Web Development,Mass-Mailing
LD1382,Delhi,GHI University,4th,Robotics,Google Form
LD1383,Surat,XYZ University,4th,Robotics,Mass-Mailing
LD1384,Mumbai,XYZ University,4th,Electric Vehicle,Google Form
LD1385,Kolkata,XYZ University,2nd,AI,College Collaboration
LD1386,Delhi,XYZ University,4th,Web Development,Instagram
LD1387,Kolkata,ABC Institute,3rd,Web Development,Instagram
LD1388,Pune,DEF Academy,1st,AI,LinkedIn
LD1389,Delhi,DEF Academy,2nd,Robotics,Instagram
LD1390,Pune,DEF Academy,3rd,Data Science,Whatsapp
LD1391,Chennai,XYZ University,3rd,Data Science,College Collaboration
LD1392,Pune,ABC Institute,4th,Robotics,Instagram
LD1393,Kolkata,GHI University,1st,Data Science,Mass-Mailing
LD1394,Kolkata,ABC Institute,4th,Web Development,Mass-Mailing
LD1395,Kolkata,DEF Academy,2nd,Web Development,Mass-Mailing
LD1396,Chennai,DEF Academy,2nd,AI,LinkedIn
LD1397,Pune,ABC Institute,4th,AI,LinkedIn
LD1398,Delhi,XYZ University,3rd,AI,Google Form
LD1399,Mumbai,GHI University,1st,AI,Google Form
LD1400,Chennai,ABC Institute,4th,AI,Mass-Mailing
LD1401,Surat,PQR College,2nd,Electric Vehicle,College Collaboration
LD1402,Pune,DEF Academy,3rd,Robotics,Google Form
LD1403,Surat,PQR College,2nd,Data Science,Whatsapp
LD1404,Pune,PQR College,1st,AI,Whatsapp
LD1405,Chennai,GHI University,1st,Robotics,College Collaboration
LD1406,Chennai,DEF Academy,2nd,Data Science,Instagram
LD1407,Chennai,XYZ University,4th,Data Science,Instagram
LD1408,Kolkata,ABC Institute,2nd,AI,College Collaboration
LD1409,Surat,ABC Institute,3rd,AI,Mass-Mailing
LD1410,Pune,GHI University,1st,AI,Whatsapp
LD1411,Chennai,XYZ University,1st,AI,LinkedIn
LD1412,Kolkata,XYZ University,2nd,Web Development,College Collaboration
LD1413,Surat,PQR College,3rd,AI,LinkedIn
LD1414,Kolkata,ABC Institute,1st,Electric Vehicle,LinkedIn
LD1415,Ahmedabad,GHI University,1st,Electric Vehicle,Mass-Mailing
LD1416,Kolkata,PQR College,3rd,Robotics,Google Form
LD1417,Ahmedabad,PQR College,1st,AI,College Collaboration
LD1418,Chennai,GHI University,3rd,AI,Mass-Mailing
LD1419,Ahmedabad,PQR College,3rd,Electric Vehicle,Mass-Mailing
LD1420,Mumbai,XYZ University,3rd,Data Science,LinkedIn
LD1421,Kolkata,XYZ University,2nd,Robotics,LinkedIn
LD1422,Pune,XYZ University,2nd,AI,Mass-Mailing
LD1423,Chennai,PQR College,3rd,AI,College Collaboration
LD1424,Pune,DEF Academy,1st,Data Science,Google Form
LD1425,Delhi,XYZ University,1st,Robotics,Google Form
LD1426,Delhi,DEF Academy,2nd,AI,LinkedIn
LD1427,Mumbai,XYZ University,2nd,AI,LinkedIn
LD1428,Chennai,DEF Academy,1st,Robotics,LinkedIn
LD1429,Chennai,GHI University,1st,Electric Vehicle,Mass-Mailing
LD1430,Pune,ABC Institute,4th,Data Science,Mass-Mailing
LD1431,Pune,DEF Academy,1st,Web Development,Instagram
LD1432,Chennai,DEF Academy,3rd,Robotics,LinkedIn
LD1433,Surat,ABC Institute,1st,AI,Whatsapp
LD1434,Delhi,PQR College,2nd,AI,Whatsapp
LD1435,Delhi,XYZ University,4th,Web Development,College Collaboration
LD1436,Ahmedabad,GHI University,1st,Robotics,College Collaboration
LD1437,Pune,PQR College,4th,Robotics,Mass-Mailing
LD1438,Ahmedabad,DEF Academy,2nd,AI,Google Form
LD1439,Surat,GHI University,2nd,Electric Vehicle,College Collaboration
LD1440,Delhi,ABC Institute,2nd,Robotics,Mass-Mailing
LD1441,Kolkata,GHI University,3rd,AI,Mass-Mailing
LD1442,Pune,DEF Academy,4th,Electric Vehicle,Instagram
LD1443,Ahmedabad,XYZ University,1st,AI,LinkedIn
LD1444,Chennai,ABC Institute,4th,Robotics,LinkedIn
LD1445,Surat,GHI University,4th,Data Science,Instagram
LD1446,Kolkata,PQR College,4th,Electric Vehicle,College Collaboration
LD1447,Chennai,ABC Institute,4th,Electric Vehicle,Mass-Mailing
LD1448,Surat,PQR College,2nd,Web Development,Instagram
LD1449,Surat,ABC Institute,4th,Web Development,Mass-Mailing
LD1450,Chennai,XYZ University,2nd,AI,LinkedIn
LD1451,Pune,ABC Institute,4th,Electric Vehicle,Instagram
LD1452,Kolkata,XYZ University,1st,Web Development,Mass-Mailing
LD1453,Mumbai,GHI University,2nd,Web Development,College Collaboration
LD1454,Surat,XYZ University,4th,Robotics,Mass-Mailing
LD1455,Surat,PQR College,3rd,AI,Google Form
LD1456,Kolkata,GHI University,3rd,Electric Vehicle,Mass-Mailing
LD1457,Mumbai,GHI University,1st,AI,College Collaboration
LD1458,Chennai,DEF Academy,4th,Robotics,Instagram
LD1459,Mumbai,ABC Institute,4th,Web Development,Mass-Mailing
LD1460,Chennai,DEF Academy,3rd,Web Development,College Collaboration
LD1461,Ahmedabad,XYZ University,3rd,Web Development,Google Form
LD1462,Chennai,ABC Institute,1st,AI,LinkedIn
LD1463,Pune,GHI University,3rd,AI,Google Form
LD1464,Pune,ABC Institute,2nd,Robotics,Whatsapp
LD1465,Delhi,PQR College,2nd,Data Science,College Collaboration
LD1466,Ahmedabad,ABC Institute,4th,Data Science,Mass-Mailing
LD1467,Kolkata,DEF Academy,3rd,Data Science,College Collaboration
LD1468,Pune,DEF Academy,2nd,AI,Mass-Mailing
LD1469,Kolkata,PQR College,2nd,AI,Mass-Mailing
LD1470,Pune,ABC Institute,1st,Electric Vehicle,Mass-Mailing
LD1471,Pune,GHI University,4th,Web Development,Instagram
LD1472,Surat,GHI University,2nd,Data Science,Google Form
LD1473,Mumbai,GHI University,3rd,Electric Vehicle,Google Form
LD1474,Chennai,DEF Academy,2nd,Data Science,Whatsapp
LD1475,Delhi,ABC Institute,3rd,Robotics,Google Form
LD1476,Delhi,ABC Institute,2nd,AI,LinkedIn
LD1477,Chennai,DEF Academy,3rd,Robotics,Whatsapp
LD1478,Surat,XYZ University,3rd,Web Development,Whatsapp
LD1479,Chennai,XYZ University,3rd,Data Science,College Collaboration
LD1480,Delhi,PQR College,4th,AI,Instagram
LD1481,Ahmedabad,DEF Academy,4th,Robotics,Instagram
LD1482,Chennai,ABC Institute,1st,Robotics,LinkedIn
LD1483,Ahmedabad,GHI University,3rd,Data Science,Whatsapp
LD1484,Surat,DEF Academy,2nd,Data Science,Instagram
LD1485,Delhi,ABC Institute,2nd,Web Development,Google Form
LD1486,Ahmedabad,XYZ University,1st,AI,Instagram
LD1487,Mumbai,PQR College,2nd,Robotics,Google Form
LD1488,Ahmedabad,PQR College,1st,Web Development,Whatsapp
LD1489,Kolkata,DEF Academy,1st,Web Development,Mass-Mailing
LD1490,Chennai,ABC Institute,2nd,Web Development,College Collaboration
LD1491,Kolkata,PQR College,3rd,Web Development,Google Form
LD1492,Kolkata,PQR College,3rd,Electric Vehicle,Mass-Mailing
LD1493,Mumbai,XYZ University,3rd,Robotics,College Collaboration
LD1494,Surat,PQR College,1st,Robotics,Instagram
LD1495,Ahmedabad,XYZ University,4th,AI,Google Form
LD1496,Delhi,DEF Academy,4th,Web Development,Mass-Mailing
LD1497,Chennai,DEF Academy,2nd,AI,Instagram
LD1498,Pune,ABC Institute,3rd,Electric Vehicle,Mass-Mailing
LD1499,Kolkata,DEF Academy,3rd,Electric Vehicle,Instagram
LD1500,Delhi,DEF Academy,4th,Web Development,LinkedIn
LD1501,Delhi,DEF Academy,1st,Robotics,College Collaboration
LD1502,Kolkata,XYZ University,3rd,Electric Vehicle,Mass-Mailing
LD1503,Kolkata,XYZ University,1st,AI,Mass-Mailing
LD1504,Ahmedabad,GHI University,4th,Electric Vehicle,Whatsapp
LD1505,Mumbai,ABC Institute,4th,Web Development,Whatsapp
LD1506,Surat,GHI University,3rd,Robotics,Google Form
LD1507,Delhi,DEF Academy,4th,Electric Vehicle,Mass-Mailing
LD1508,Mumbai,PQR College,4th,Data Science,Whatsapp
LD1509,Surat,PQR College,2nd,AI,College Collaboration
LD1510,Kolkata,PQR College,1st,Data Science,Google Form
LD1511,Ahmedabad,ABC Institute,4th,Robotics,Google Form
LD1512,Kolkata,DEF Academy,2nd,Web Development,Instagram
LD1513,Surat,PQR College,2nd,Robotics,Mass-Mailing
LD1514,Ahmedabad,DEF Academy,2nd,Data Science,Google Form
LD1515,Chennai,ABC Institute,3rd,Data Science,Whatsapp
LD1516,Ahmedabad,GHI University,3rd,Electric Vehicle,Instagram
LD1517,Surat,XYZ University,1st,Robotics,Whatsapp
LD1518,Ahmedabad,PQR College,3rd,Robotics,LinkedIn
LD1519,Kolkata,ABC Institute,1st,AI,Instagram
LD1520,Pune,PQR College,3rd,Robotics,Google Form
LD1521,Chennai,XYZ University,4th,Web Development,College Collaboration
LD1522,Delhi,DEF Academy,4th,Electric Vehicle,College Collaboration
LD1523,Kolkata,ABC Institute,2nd,Data Science,Instagram
LD1524,Pune,PQR College,3rd,Web Development,LinkedIn
LD1525,Surat,PQR College,3rd,AI,LinkedIn
LD1526,Kolkata,ABC Institute,2nd,Data Science,Instagram
LD1527,Mumbai,ABC Institute,4th,Web Development,Instagram
LD1528,Pune,DEF Academy,4th,Robotics,College Collaboration
LD1529,Kolkata,GHI University,3rd,Web Development,Instagram
LD1530,Surat,GHI University,3rd,Electric Vehicle,Instagram
LD1531,Mumbai,ABC Institute,3rd,Data Science,Instagram
LD1532,Pune,PQR College,2nd,Web Development,Whatsapp
LD1533,Mumbai,DEF Academy,4th,AI,LinkedIn
LD1534,Ahmedabad,GHI University,2nd,Web Development,Instagram
LD1535,Ahmedabad,GHI University,4th,Electric Vehicle,Whatsapp
LD1536,Kolkata,XYZ University,1st,AI,Google Form
LD1537,Pune,DEF Academy,3rd,Data Science,Mass-Mailing
LD1538,Kolkata,PQR College,3rd,Data Science,Google Form
LD1539,Chennai,DEF Academy,3rd,Electric Vehicle,Google Form
LD1540,Surat,XYZ University,2nd,Electric Vehicle,Mass-Mailing
LD1541,Mumbai,XYZ University,4th,AI,Whatsapp
LD1542,Delhi,DEF Academy,2nd,Web Development,Mass-Mailing
LD1543,Delhi,GHI University,2nd,AI,Whatsapp
LD1544,Delhi,DEF Academy,3rd,Data Science,Whatsapp
LD1545,Pune,GHI University,3rd,Web Development,LinkedIn
LD1546,Pune,ABC Institute,2nd,Electric Vehicle,Whatsapp
LD1547,Surat,XYZ University,1st,Robotics,Whatsapp
LD1548,Chennai,PQR College,3rd,Electric Vehicle,Mass-Mailing
LD1549,Delhi,GHI University,3rd,Robotics,Google Form
LD1550,Kolkata,DEF Academy,2nd,Robotics,Whatsapp
LD1551,Chennai,PQR College,2nd,Web Development,Whatsapp
LD1552,Kolkata,DEF Academy,1st,Electric Vehicle,Mass-Mailing
LD1553,Delhi,PQR College,3rd,Data Science,College Collaboration
LD1554,Mumbai,GHI University,3rd,Web Development,Whatsapp
LD1555,Delhi,DEF Academy,4th,Electric Vehicle,Mass-Mailing
LD1556,Mumbai,PQR College,3rd,Web Development,College Collaboration
LD1557,Kolkata,PQR College,4th,Electric Vehicle,Mass-Mailing
LD1558,Mumbai,PQR College,3rd,Web Development,Mass-Mailing
LD1559,Kolkata,XYZ University,3rd,Robotics,Instagram
LD1560,Chennai,DEF Academy,4th,Web Development,Instagram
LD1561,Chennai,DEF Academy,2nd,AI,LinkedIn
LD1562,Chennai,PQR College,4th,Web Development,Google Form
LD1563,Pune,GHI University,3rd,Electric Vehicle,Google Form
LD1564,Chennai,ABC Institute,3rd,Robotics,Instagram
LD1565,Pune,DEF Academy,3rd,AI,College Collaboration
LD1566,Pune,XYZ University,4th,Web Development,Whatsapp
LD1567,Chennai,XYZ University,1st,Robotics,Google Form
LD1568,Chennai,XYZ University,1st,Robotics,Google Form
LD1569,Pune,PQR College,4th,Electric Vehicle,LinkedIn
LD1570,Pune,GHI University,4th,Data Science,Mass-Mailing
LD1571,Surat,PQR College,3rd,Data Science,Whatsapp
LD1572,Mumbai,ABC Institute,2nd,Robotics,Whatsapp
LD1573,Chennai,XYZ University,2nd,Data Science,Mass-Mailing
LD1574,Kolkata,DEF Academy,3rd,Robotics,Google Form
LD1575,Pune,GHI University,4th,Electric Vehicle,Mass-Mailing
LD1576,Chennai,ABC Institute,2nd,Web Development,Google Form
LD1577,Delhi,ABC Institute,1st,Electric Vehicle,Whatsapp
LD1578,Ahmedabad,DEF Academy,1st,AI,Google Form
LD1579,Surat,XYZ University,4th,Data Science,Google Form
LD1580,Kolkata,XYZ University,1st,AI,College Collaboration
LD1581,Mumbai,PQR College,2nd,Electric Vehicle,Instagram
LD1582,Ahmedabad,ABC Institute,3rd,Electric Vehicle,Mass-Mailing
LD1583,Mumbai,DEF Academy,4th,Web Development,Google Form
LD1584,Mumbai,GHI University,4th,AI,Whatsapp
LD1585,Chennai,GHI University,4th,Electric Vehicle,LinkedIn
LD1586,Delhi,DEF Academy,4th,Robotics,Whatsapp
LD1587,Delhi,PQR College,3rd,AI,LinkedIn
LD1588,Chennai,GHI University,2nd,Robotics,College Collaboration
LD1589,Ahmedabad,DEF Academy,4th,Robotics,LinkedIn
LD1590,Surat,XYZ University,3rd,Web Development,Instagram
LD1591,Mumbai,PQR College,3rd,Data Science,Whatsapp
LD1592,Surat,DEF Academy,4th,Robotics,College Collaboration
LD1593,Ahmedabad,GHI University,4th,Robotics,Whatsapp
LD1594,Kolkata,XYZ University,1st,Web Development,Instagram
LD1595,Pune,XYZ University,2nd,Robotics,Mass-Mailing
LD1596,Pune,XYZ University,2nd,AI,College Collaboration
LD1597,Chennai,XYZ University,1st,Electric Vehicle,Google Form
LD1598,Chennai,PQR College,1st,Robotics,LinkedIn
LD1599,Kolkata,PQR College,2nd,Web Development,Instagram
LD1600,Mumbai,ABC Institute,1st,Data Science,Google Form
LD1601,Pune,ABC Institute,1st,Data Science,Mass-Mailing
LD1602,Mumbai,ABC Institute,4th,AI,Instagram
LD1603,Pune,GHI University,4th,Data Science,Instagram
LD1604,Kolkata,GHI University,3rd,AI,Instagram
LD1605,Delhi,DEF Academy,3rd,Data Science,LinkedIn
LD1606,Mumbai,DEF Academy,1st,AI,Whatsapp
LD1607,Chennai,ABC Institute,2nd,Electric Vehicle,College Collaboration
LD1608,Kolkata,PQR College,1st,Electric Vehicle,Mass-Mailing
LD1609,Ahmedabad,XYZ University,3rd,Web Development,College Collaboration
LD1610,Kolkata,DEF Academy,4th,Data Science,Mass-Mailing
LD1611,Pune,ABC Institute,2nd,AI,LinkedIn
LD1612,Ahmedabad,XYZ University,2nd,Web Development,Whatsapp
LD1613,Pune,GHI University,2nd,Data Science,College Collaboration
LD1614,Kolkata,PQR College,4th,AI,Mass-Mailing
LD1615,Kolkata,DEF Academy,4th,Electric Vehicle,Whatsapp
LD1616,Surat,XYZ University,3rd,Web Development,Google Form
LD1617,Mumbai,GHI University,1st,AI,College Collaboration
LD1618,Chennai,ABC Institute,2nd,Data Science,Google Form
LD1619,Surat,PQR College,2nd,Electric Vehicle,Instagram
LD1620,Pune,ABC Institute,2nd,Robotics,Instagram
LD1621,Chennai,PQR College,4th,Robotics,Whatsapp
LD1622,Pune,DEF Academy,4th,Electric Vehicle,LinkedIn
LD1623,Kolkata,GHI University,1st,AI,Mass-Mailing
LD1624,Surat,DEF Academy,3rd,Data Science,Instagram
LD1625,Ahmedabad,DEF Academy,4th,Web Development,Google Form
LD1626,Delhi,XYZ University,1st,Electric Vehicle,College Collaboration
LD1627,Surat,DEF Academy,4th,AI,Instagram
LD1628,Ahmedabad,GHI University,4th,AI,Whatsapp
LD1629,Chennai,XYZ University,3rd,Web Development,Whatsapp
LD1630,Ahmedabad,DEF Academy,3rd,AI,LinkedIn
LD1631,Pune,GHI University,2nd,AI,College Collaboration
LD1632,Kolkata,DEF Academy,3rd,Data Science,College Collaboration
LD1633,Mumbai,PQR College,1st,Electric Vehicle,Instagram
LD1634,Delhi,GHI University,1st,Electric Vehicle,LinkedIn
LD1635,Surat,DEF Academy,1st,Web Development,Whatsapp
LD1636,Kolkata,PQR College,2nd,Robotics,Whatsapp
LD1637,Delhi,PQR College,2nd,Web Development,College Collaboration
LD1638,Surat,PQR College,2nd,Web Development,Whatsapp
LD1639,Delhi,XYZ University,3rd,Electric Vehicle,College Collaboration
LD1640,Mumbai,ABC Institute,4th,AI,Whatsapp
LD1641,Chennai,PQR College,2nd,Web Development,Whatsapp
LD1642,Pune,GHI University,1st,AI,LinkedIn
LD1643,Kolkata,XYZ University,3rd,AI,Whatsapp
LD1644,Mumbai,XYZ University,2nd,Web Development,Google Form
LD1645,Kolkata,DEF Academy,1st,Electric Vehicle,College Collaboration
LD1646,Chennai,ABC Institute,3rd,Robotics,LinkedIn
LD1647,Kolkata,GHI University,2nd,Data Science,Instagram
